total_steps,episode,episode_reward,win,team_hp,opp_hp,fainted_self,fainted_opp,intent_agent,intent_expert,intent_match,ep_intent_total,ep_intent_matches,ep_imitation_accuracy,ep_turns,bias_mean,bias_abs_mean,bias_std,bias_mean_normalised,bias_abs_mean_normalised,bias_std_normalised,average_discounted_return,bias_segments
1,1,12.0,True,0.017402945113788485,0.0,5,6,3,6,0,26,19,0.7307692307692307,16,9.539891363593604,9.539891363593604,1.9643268652908463,2.358356731254452,2.358356731254452,0.4856012829267238,4.045143483665918,"{'bias_segment_0_end': {'mean': 2.358356731254452, 'abs_mean': 2.358356731254452, 'std': 0.4856012829267238}}"
1,2,0.0,True,0.1295698924731183,0.0,5,6,3,6,0,28,14,0.5,19,14.795263185145165,14.795263185145165,3.6433978805642178,236.06837989875856,236.06837989875856,58.13286483845179,-0.06267363376446407,"{'bias_segment_0_end': {'mean': 236.06837989875856, 'abs_mean': 236.06837989875856, 'std': 58.13286483845179}}"
1,3,13.0,True,0.3530534351145038,0.0,3,6,6,9,0,29,21,0.7241379310344828,21,13.758007747499695,13.758007747499695,3.4389585471603583,5.740804782440705,5.740804782440705,1.4349744553488422,2.396529453428039,"{'bias_segment_0_end': {'mean': 5.740804782440705, 'abs_mean': 5.740804782440705, 'std': 1.4349744553488422}}"
1,4,27.0,True,0.1083627797408716,0.0,5,6,4,6,0,53,40,0.7547169811320755,43,4.3279769222814135,5.19640061393785,5.2957592875673285,0.3773109658788445,0.4530197295286836,0.4616817713530235,11.470583454155792,"{'bias_segment_0_end': {'mean': 0.3773109658788445, 'abs_mean': 0.4530197295286836, 'std': 0.4616817713530235}}"
1,5,-4.0,True,0.02734375,0.0,5,6,3,6,0,34,15,0.4411764705882353,22,18.699004739424737,18.699004739424737,3.1234099239612605,4.0529755839732236,4.0529755839732236,0.6769934730196822,-4.613648503920589,"{'bias_segment_0_end': {'mean': 4.0529755839732236, 'abs_mean': 4.0529755839732236, 'std': 0.6769934730196822}}"
1,6,8.0,False,0.0,0.08,6,4,3,8,0,34,21,0.6176470588235294,25,11.335618937409246,11.335618937409246,3.7194480628409794,3.563313503240975,3.563313503240975,1.1691959283481215,3.1812016896910835,"{'bias_segment_0_end': {'mean': 3.563313503240975, 'abs_mean': 3.563313503240975, 'std': 1.1691959283481215}}"
1,7,-2.0,False,0.0,0.19333333333333333,6,4,6,8,0,34,16,0.47058823529411764,25,18.90120597491139,18.90120597491139,4.161413152225535,4.224995093043482,4.224995093043482,0.9302025580598924,-4.473663414670589,"{'bias_segment_0_end': {'mean': 4.224995093043482, 'abs_mean': 4.224995093043482, 'std': 0.9302025580598924}}"
1,8,14.0,True,0.34124087591240876,0.0,3,6,6,6,1,30,22,0.7333333333333333,22,8.293107144842683,8.293107144842683,2.5206511235657367,1.1123553813366323,1.1123553813366323,0.33809521483322924,7.455447498152515,"{'bias_segment_0_end': {'mean': 1.1123553813366323, 'abs_mean': 1.1123553813366323, 'std': 0.33809521483322924}}"
1,9,-16.0,True,0.3525641025641026,0.0,3,6,3,9,0,36,10,0.2777777777777778,28,23.84857795230273,23.84857795230273,6.255031273141261,2.8450589667351176,2.8450589667351176,0.7462051970751075,-8.382454715752504,"{'bias_segment_0_end': {'mean': 2.8450589667351176, 'abs_mean': 2.8450589667351176, 'std': 0.7462051970751075}}"
1,10,-6.0,False,0.0,0.013333333333333334,6,5,7,6,0,46,20,0.43478260869565216,36,22.885788574807,22.885788574807,4.537372076178605,2.9741016336873365,2.9741016336873365,0.5896500205924801,-7.695025723257766,"{'bias_segment_0_end': {'mean': 2.9741016336873365, 'abs_mean': 2.9741016336873365, 'std': 0.5896500205924801}}"
1,11,6.0,True,0.3333333333333333,0.0,4,6,6,8,0,22,14,0.6363636363636364,15,16.59611397444582,16.59611397444582,1.8767011164609073,23.146867068664612,23.146867068664612,2.617465229343584,-0.7169918039108212,"{'bias_segment_0_end': {'mean': 23.146867068664612, 'abs_mean': 23.146867068664612, 'std': 2.617465229343584}}"
1,12,-12.0,False,0.0,0.13166666666666668,6,4,4,8,0,32,10,0.3125,23,18.886936845840367,18.886936845840367,5.029116716394196,3.4251776226687634,3.4251776226687634,0.9120387376408554,-5.514148148359212,"{'bias_segment_0_end': {'mean': 3.4251776226687634, 'abs_mean': 3.4251776226687634, 'std': 0.9120387376408554}}"
1,13,20.0,True,0.5167865707434053,0.0,2,6,6,6,1,22,21,0.9545454545454546,15,8.205041205280818,8.205041205280818,3.9494800821512834,0.9112643513194011,0.9112643513194011,0.4386352627692022,9.004018640036676,"{'bias_segment_0_end': {'mean': 0.9112643513194011, 'abs_mean': 0.9112643513194011, 'std': 0.4386352627692022}}"
1,14,-5.0,False,0.0,0.11499999999999999,6,3,0,8,0,41,18,0.43902439024390244,31,21.601212889818125,21.601212889818125,4.334252823046468,2.730689398041476,2.730689398041476,0.5479089666258077,-7.9105345724457345,"{'bias_segment_0_end': {'mean': 2.730689398041476, 'abs_mean': 2.730689398041476, 'std': 0.5479089666258077}}"
1,15,2.0,True,0.16666666666666666,0.0,5,6,6,6,1,36,19,0.5277777777777778,24,14.657851096416598,14.657851096416598,2.4470845163736583,47.28537785399039,47.28537785399039,7.89415278107619,-0.30998697190657276,"{'bias_segment_0_end': {'mean': 47.28537785399039, 'abs_mean': 47.28537785399039, 'std': 7.89415278107619}}"
1,16,3.0,False,0.0,0.02,6,5,6,9,0,37,20,0.5405405405405406,27,12.586673496337841,12.586673496337841,2.238789616959978,9.927867867202947,9.927867867202947,1.7658682817276103,1.2678123505167056,"{'bias_segment_0_end': {'mean': 9.927867867202947, 'abs_mean': 9.927867867202947, 'std': 1.7658682817276103}}"
