total_steps,episode,episode_reward,win,team_hp,opp_hp,fainted_self,fainted_opp,intent_agent,intent_expert,intent_match,ep_intent_total,ep_intent_matches,ep_imitation_accuracy,ep_turns,bias_mean,bias_abs_mean,bias_std,bias_mean_normalised,bias_abs_mean_normalised,bias_std_normalised,average_discounted_return,bias_segments
1,1,29.0,True,0.5035971223021583,0.0,2,6,ATTACK,ATTACK,1,29,29,1.0,22,8.485934808011045,8.485934808011045,5.236158194988105,0.6198735387838114,0.6198735387838114,0.3824865478456202,13.689783926993247,"{'bias_segment_0_end': {'mean': 0.6198735387838114, 'abs_mean': 0.6198735387838114, 'std': 0.3824865478456202}}"
1,2,19.0,True,0.11435185185185186,0.0,5,6,SWITCH,ATTACK,0,25,22,0.88,15,10.657504007601393,10.657504007601393,2.13130209667666,1.507744103385892,1.507744103385892,0.3015207093993345,7.068509824490894,"{'bias_segment_0_end': {'mean': 1.507744103385892, 'abs_mean': 1.507744103385892, 'std': 0.3015207093993345}}"
1,3,25.0,True,0.06800445930880714,0.0,5,6,SWITCH,ATTACK,0,31,28,0.9032258064516129,21,7.509734903042184,7.509734903042184,3.9934875533960104,0.792817564951135,0.792817564951135,0.4216003785251467,9.472210550109397,"{'bias_segment_0_end': {'mean': 0.792817564951135, 'abs_mean': 0.792817564951135, 'std': 0.4216003785251467}}"
1,4,17.0,True,0.16666666666666666,0.0,5,6,SWITCH,ATTACK,0,33,25,0.7575757575757576,24,12.32040934952972,12.32040934952972,2.525143680650365,2.5738822927691465,2.5738822927691465,0.5275330081927814,4.7867027113639455,"{'bias_segment_0_end': {'mean': 2.5738822927691465, 'abs_mean': 2.5738822927691465, 'std': 0.5275330081927814}}"
1,5,10.0,True,0.20178372352285398,0.0,4,6,SWITCH,ATTACK,0,26,18,0.6923076923076923,17,16.621389796562024,16.621389796562024,2.334231482173487,11.898040710119858,11.898040710119858,1.6709060759460739,1.3969854534473671,"{'bias_segment_0_end': {'mean': 11.898040710119858, 'abs_mean': 11.898040710119858, 'std': 1.6709060759460739}}"
1,6,25.0,True,0.3333333333333333,0.0,4,6,ATTACK,ATTACK,1,29,27,0.9310344827586207,20,8.95108829793185,8.95108829793185,2.277143934892155,0.8552600148815199,0.8552600148815199,0.21757691252953099,10.465926317357248,"{'bias_segment_0_end': {'mean': 0.8552600148815199, 'abs_mean': 0.8552600148815199, 'std': 0.21757691252953099}}"
1,7,21.0,True,0.2868937048503612,0.0,4,6,SWITCH,ATTACK,0,29,25,0.8620689655172413,20,11.878846809877496,11.878846809877496,2.6059297393007212,1.603069396659852,1.603069396659852,0.3516743907704164,7.410063990135553,"{'bias_segment_0_end': {'mean': 1.603069396659852, 'abs_mean': 1.603069396659852, 'std': 0.3516743907704164}}"
1,8,22.0,True,0.4538288288288288,0.0,3,6,ATTACK,ATTACK,1,22,22,1.0,14,9.054278466515226,9.054278466515226,2.6533028412494817,0.8435323690915887,0.8435323690915887,0.24719217990409656,10.733765292570691,"{'bias_segment_0_end': {'mean': 0.8435323690915887, 'abs_mean': 0.8435323690915887, 'std': 0.24719217990409656}}"
1,9,18.0,True,0.6666666666666666,0.0,2,6,ATTACK,ATTACK,1,18,18,1.0,11,10.854200624347156,10.854200624347156,2.7119106159958863,1.2083626487013195,1.2083626487013195,0.3019081375403556,8.98256879754819,"{'bias_segment_0_end': {'mean': 1.2083626487013195, 'abs_mean': 1.2083626487013195, 'std': 0.3019081375403556}}"
1,10,20.0,True,0.5879962410973357,0.0,1,6,ATTACK,ATTACK,1,20,20,1.0,14,10.818692613613882,10.818692613613882,3.727905518690582,1.0967928711076609,1.0967928711076609,0.37793292989188015,9.863934110629282,"{'bias_segment_0_end': {'mean': 1.0967928711076609, 'abs_mean': 1.0967928711076609, 'std': 0.37793292989188015}}"
