total_steps,episode,episode_reward,win,team_hp,opp_hp,fainted_self,fainted_opp,intent_agent,intent_expert,intent_match,ep_intent_total,ep_intent_matches,ep_imitation_accuracy,ep_turns,bias_mean,bias_abs_mean,bias_std,bias_mean_normalised,bias_abs_mean_normalised,bias_std_normalised,average_discounted_return,bias_segments
1,1,10.0,True,0.6011299435028249,0.0,2,6,6,6,1,20,15,0.75,13,7.029179861182582,7.029179861182582,2.329744417140167,0.9513725503076393,0.9513725503076393,0.31532197659923467,7.388461921578039,"{'bias_segment_0_end': {'mean': 0.9513725503076393, 'abs_mean': 0.9513725503076393, 'std': 0.31532197659923467}}"
1,2,-12.0,False,0.0,0.08833333333333333,6,3,8,9,0,28,8,0.2857142857142857,18,18.600256549107737,18.600256549107737,4.39480917793239,2.9994946215006673,2.9994946215006673,0.7087110039007677,-6.201130155653323,"{'bias_segment_0_end': {'mean': 2.9994946215006673, 'abs_mean': 2.9994946215006673, 'std': 0.7087110039007677}}"
1,3,1.0,True,0.47010236333901073,0.0,2,6,9,9,1,33,17,0.5151515151515151,25,11.764238020351755,11.764238020351755,3.5065047007512256,5.133788362586236,5.133788362586236,1.530201360677019,2.2915315532067067,"{'bias_segment_0_end': {'mean': 5.133788362586236, 'abs_mean': 5.133788362586236, 'std': 1.530201360677019}}"
1,4,-23.0,True,0.049305555555555554,0.0,5,6,6,9,0,47,12,0.2553191489361702,37,25.046909117590314,25.046909117590314,5.255289111247926,2.0171823630766097,2.0171823630766097,0.42324090602592274,-12.416779749843103,"{'bias_segment_0_end': {'mean': 2.0171823630766097, 'abs_mean': 2.0171823630766097, 'std': 0.42324090602592274}}"
1,5,4.0,True,0.13181242078580482,0.0,5,6,6,7,0,26,15,0.5769230769230769,16,13.963378559211868,13.963378559211868,2.339774443784644,12.817782627159367,12.817782627159367,2.147812586319155,-1.0893755156703249,"{'bias_segment_0_end': {'mean': 12.817782627159367, 'abs_mean': 12.817782627159367, 'std': 2.147812586319155}}"
1,6,3.0,True,0.12992125984251968,0.0,5,6,6,8,0,41,22,0.5365853658536586,31,17.515083068711476,17.515083068711476,3.272759917340473,3.7467475979464333,3.7467475979464333,0.7000940452777922,-4.6747432568746765,"{'bias_segment_0_end': {'mean': 3.7467475979464333, 'abs_mean': 3.7467475979464333, 'std': 0.7000940452777922}}"
1,7,9.0,True,0.511990407673861,0.0,2,6,8,8,1,19,14,0.7368421052631579,13,10.246255827894993,10.246255827894993,2.1947152789991584,2.6708875285856966,2.6708875285856966,0.5720955796864576,3.836273792225406,"{'bias_segment_0_end': {'mean': 2.6708875285856966, 'abs_mean': 2.6708875285856966, 'std': 0.5720955796864576}}"
1,8,8.0,False,0.0,0.04833333333333333,6,5,6,8,0,58,33,0.5689655172413793,48,8.484506295344092,8.546621511857452,4.6143009718856,2.246688854178777,2.2631369019210537,1.2218623220364107,3.776449186349571,"{'bias_segment_0_end': {'mean': 2.246688854178777, 'abs_mean': 2.2631369019210537, 'std': 1.2218623220364107}}"
1,9,5.0,True,0.16666666666666666,0.0,5,6,3,8,0,29,17,0.5862068965517241,19,14.318814523411003,14.318814523411003,3.043258429927091,11.74266186875837,11.74266186875837,2.495734172927142,-1.219384044558632,"{'bias_segment_0_end': {'mean': 11.74266186875837, 'abs_mean': 11.74266186875837, 'std': 2.495734172927142}}"
1,10,7.0,False,0.0,0.05333333333333334,6,5,6,8,0,51,29,0.5686274509803921,38,18.028221006193252,18.028221006193252,2.943821390706318,4.90126770083474,4.90126770083474,0.8003261494486149,-3.6782771533011447,"{'bias_segment_0_end': {'mean': 4.90126770083474, 'abs_mean': 4.90126770083474, 'std': 0.8003261494486149}}"
